9,90E+09
1,6
7
4,91E+00
9,90E+09
9,90E+09
4,91E+00
1,6
7,5
9,90E+09
9,90E+09
6,1
1,6
4,88E+00
9,90E+09
9,90E+09
4,85E+00
1,6
8,2
9,90E+09
9,90E+09
1,6
7,3
4,83E+00
9,90E+09
9,90E+09
1,6
6,1
4,81E+00
9,90E+09
9,90E+09
1,6
6,1
4,79E+00
9,90E+09
9,90E+09
1,6
8,2
4,76E+00
9,90E+09
9,90E+09
9,90E+09
1,6
7
4,73E+00
9,90E+09
4,71E+00
1,6
6,1
9,90E+09
9,90E+09
1,6
6,3
4,69E+00
9,90E+09
9,90E+09
1,6
6,1
4,66E+00
9,90E+09
9,90E+09
1,6
7,5
4,66E+00
9,90E+09
9,90E+09
1,6
6,1
4,66E+00
9,90E+09
9,90E+09
1,6
8,4
4,64E+00
9,90E+09
9,90E+09
1,6
6,1
4,61E+00
9,90E+09
9,90E+09
1,6
7,5
4,59E+00
9,90E+09
9,90E+09
9,90E+09
1,6
6,1
9,90E+09
4,56E+00
9,90E+09
1,6
7
4,54E+00
9,90E+09
1,6
6,1
4,52E+00
9,90E+09
9,90E+09
1,6
8
4,49E+00
9,90E+09
9,90E+09
1,6
8
4,49E+00
9,90E+09
9,90E+09
1,6
7,5
4,47E+00
9,90E+09
9,90E+09
1,6
7,5
4,44E+00
9,90E+09
9,90E+09
1,6
8
4,44E+00
9,90E+09
9,90E+09
9,90E+09
1,6
6,5
4,42E+00
9,90E+09
9,90E+09
1,6
8,2
9,90E+09
4,42E+00
1,6
8,2
4,42E+00
9,90E+09
9,90E+09
1,6
6,5
4,39E+00
9,90E+09
9,90E+09
1,6
6,8
4,37E+00
9,90E+09
9,90E+09
1,6
7,5
4,34E+00
9,90E+09
9,90E+09
9,90E+09
1,6
8
9,90E+09
4,32E+00
1,6
5,4
4,32E+00
9,90E+09
9,90E+09
1,6
7,5
4,30E+00
9,90E+09
9,90E+09
1,6
8
4,30E+00
9,90E+09
9,90E+09
1,6
6,5
4,27E+00
9,90E+09
9,90E+09
4,25E+00
1,6
6,1
9,90E+09
9,90E+09
9,90E+09
1,6
8
4,25E+00
9,90E+09
1,6
6,1
4,22E+00
9,90E+09
9,90E+09
1,6
7,5
4,20E+00
9,90E+09
9,90E+09
1,6
7,3
4,17E+00
9,90E+09
9,90E+09
1,6
8
4,17E+00
9,90E+09
9,90E+09
9,90E+09
1,6
7,5
9,90E+09
4,17E+00
9,90E+09
1,6
7,5
9,90E+09
4,17E+00
1,6
7
4,15E+00
9,90E+09
9,90E+09
1,6
6,1
4,12E+00
9,90E+09
9,90E+09
1,6
7,5
4,10E+00
9,90E+09
9,90E+09
1,6
7,3
4,08E+00
9,90E+09
9,90E+09
1,6
7,3
4,08E+00
9,90E+09
9,90E+09
1,6
7
4,05E+00
9,90E+09
9,90E+09
1,6
6,5
4,05E+00
9,90E+09
9,90E+09
1,6
6,1
4,02E+00
9,90E+09
9,90E+09
7
1,6
4,00E+00
9,90E+09
9,90E+09
9,90E+09
1,6
8,2
9,90E+09
4,00E+00
1,6
6,3
3,98E+00
9,90E+09
9,90E+09
8
1,6
3,98E+00
9,90E+09
9,90E+09
1,6
8
9,90E+09
3,95E+00
9,90E+09
9,90E+09
1,6
6,5
3,95E+00
9,90E+09
1,6
8,4
3,93E+00
9,90E+09
9,90E+09
8,2
1,6
3,90E+00
9,90E+09
9,90E+09
9,90E+09
1,6
6,1
9,90E+09
3,90E+00
1,6
7,3
3,93E+00
9,90E+09
9,90E+09
1,6
7,3
3,90E+00
9,90E+09
9,90E+09
1,6
8,2
3,88E+00
9,90E+09
9,90E+09
1,6
6,1
3,85E+00
9,90E+09
9,90E+09
1,6
7
3,85E+00
9,90E+09
9,90E+09
1,6
7
3,83E+00
9,90E+09
9,90E+09
1,6
8,2
3,83E+00
9,90E+09
9,90E+09
1,6
6,3
3,81E+00
9,90E+09
9,90E+09
1,6
8,4
3,81E+00
9,90E+09
9,90E+09
1,6
7,3
3,81E+00
9,90E+09
9,90E+09
1,6
6,5
3,78E+00
9,90E+09
9,90E+09
1,6
7,3
3,76E+00
9,90E+09
9,90E+09
1,6
8,2
3,76E+00
9,90E+09
9,90E+09
8
1,6
3,73E+00
9,90E+09
9,90E+09
3,73E+00
1,6
6,5
9,90E+09
9,90E+09
1,6
6,1
3,73E+00
9,90E+09
9,90E+09
9,90E+09
1,6
6,1
9,90E+09
3,70E+00
3,70E+00
1,6
5,4
9,90E+09
9,90E+09
1,6
8
3,68E+00
9,90E+09
9,90E+09
1,6
6,1
3,71E+00
9,90E+09
9,90E+09
1,6
7,5
3,70E+00
9,90E+09
9,90E+09
1,6
7,5
3,68E+00
9,90E+09
9,90E+09
9,90E+09
1,6
7,3
3,68E+00
9,90E+09
3,66E+00
1,6
7,3
9,90E+09
9,90E+09
1,6
6,1
3,66E+00
9,90E+09
9,90E+09
1,6
7,5
3,64E+00
9,90E+09
9,90E+09
9,90E+09
1,6
7
3,64E+00
9,90E+09
3,61E+00
1,6
6,5
9,90E+09
9,90E+09
1,6
6,1
3,61E+00
9,90E+09
9,90E+09
1,6
6,1
3,59E+00
9,90E+09
9,90E+09
1,6
6,5
3,59E+00
9,90E+09
9,90E+09
3,59E+00
1,6
6,5
9,90E+09
9,90E+09
1,6
6,5
3,58E+00
9,90E+09
9,90E+09
1,6
7,3
3,58E+00
9,90E+09
9,90E+09
1,6
6,3
3,58E+00
9,90E+09
9,90E+09
1,6
7,5
3,56E+00
9,90E+09
9,90E+09
1,6
7,5
3,56E+00
9,90E+09
9,90E+09
1,6
8
3,56E+00
9,90E+09
9,90E+09
1,6
8,4
3,56E+00
9,90E+09
9,90E+09
9,90E+09
1,6
6,1
9,90E+09
3,56E+00
3,56E+00
1,6
8,2
9,90E+09
9,90E+09
1,6
7,5
3,54E+00
9,90E+09
9,90E+09
1,6
6,3
3,52E+00
9,90E+09
9,90E+09
1,6
7
3,52E+00
9,90E+09
9,90E+09
1,6
7
3,51E+00
9,90E+09
9,90E+09
1,6
8
3,51E+00
9,90E+09
9,90E+09
1,6
6,1
3,51E+00
9,90E+09
9,90E+09
1,6
7
3,49E+00
9,90E+09
9,90E+09
3,49E+00
1,6
8
9,90E+09
9,90E+09
1,6
7
3,49E+00
9,90E+09
9,90E+09
1,6
6,1
3,47E+00
9,90E+09
9,90E+09
1,6
6,1
3,47E+00
9,90E+09
9,90E+09
1,6
8
3,47E+00
9,90E+09
9,90E+09
1,6
6,1
3,45E+00
9,90E+09
9,90E+09
1,6
6,1
3,45E+00
9,90E+09
9,90E+09
1,6
6,1
3,45E+00
9,90E+09
9,90E+09
1,6
6,1
3,43E+00
9,90E+09
9,90E+09
9,90E+09
1,6
6,1
3,43E+00
9,90E+09
3,43E+00
1,6
8,2
9,90E+09
9,90E+09
3,43E+00
1,6
6,3
9,90E+09
9,90E+09
6,1
1,6
3,43E+00
9,90E+09
9,90E+09
9,90E+09
1,6
7,5
9,90E+09
3,43E+00
3,43E+00
1,6
6,1
9,90E+09
9,90E+09
1,6
6,1
3,41E+00
9,90E+09
9,90E+09
1,6
6,5
3,41E+00
9,90E+09
9,90E+09
1,6
8,2
3,40E+00
9,90E+09
9,90E+09
3,40E+00
1,6
7,3
9,90E+09
9,90E+09
1,6
6,1
3,40E+00
9,90E+09
9,90E+09
1,6
6,1
3,40E+00
9,90E+09
9,90E+09
1,6
8,2
3,40E+00
9,90E+09
9,90E+09
1,6
7,5
3,40E+00
9,90E+09
9,90E+09
1,6
7,5
3,43E+00
9,90E+09
9,90E+09
1,6
8,7
3,47E+00
9,90E+09
9,90E+09
1,6
6,1
3,49E+00
9,90E+09
9,90E+09
1,6
7
3,52E+00
9,90E+09
9,90E+09
1,6
6,1
3,54E+00
9,90E+09
9,90E+09
1,6
8,2
3,58E+00
